question,1,2,3,4,prompt,prompt_answer,answer,correct answer,evaluation,justificacion
"Varón de 45 años que es traído a ur gencias por presentar crisis tónico-clónicas en la vía pública. Se encuentra confundido y con respuestas poco coherentes e imprecisas. R evisando su historia, vemos que está dia gnosticado de esquizofrenia y cuadro depresivo, pero parece que lleva unas semanas sin tomar el tratamiento. Exploración: estuporoso, sin otros hallaz gos. Analítica con hemo grama normal, glucosa 98 m g/dL, urea 37 mg/dL, creatinina 0,8 m g/dL, Na 118 mEq/L, K 3,4 mEq/L, Ca 9,7 m g/dL, osmolaridad sérica 252 mOsm/k g, osmolaridad urinaria 78 mOsm/k g, densidad de orina 1002, sedimento normal. ¿Cuál es la causa más probable de sus alteraciones electrolíticas?:",Insuficiencia suprarrenal.,Polidipsia primaria.,Diabetes insípida.,Síndrome de secreción inadecuada de ADH.,"Varón de 45 años que es traído a ur gencias por presentar crisis tónico-clónicas en la vía pública. Se encuentra confundido y con respuestas poco coherentes e imprecisas. R evisando su historia, vemos que está dia gnosticado de esquizofrenia y cuadro depresivo, pero parece que lleva unas semanas sin tomar el tratamiento. Exploración: estuporoso, sin otros hallaz gos. Analítica con hemo grama normal, glucosa 98 m g/dL, urea 37 mg/dL, creatinina 0,8 m g/dL, Na 118 mEq/L, K 3,4 mEq/L, Ca 9,7 m g/dL, osmolaridad sérica 252 mOsm/k g, osmolaridad urinaria 78 mOsm/k g, densidad de orina 1002, sedimento normal. ¿Cuál es la causa más probable de sus alteraciones electrolíticas?: 
1) Insuficiencia suprarrenal.
2) Polidipsia primaria.
3) Diabetes insípida.
4) Síndrome de secreción inadecuada de ADH.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 3, 'justificación': ""La densidad de la orina es de 1002 y la osmolaridad sérica es de 252 mOsm/kg, lo que sugiere una hiponatremia dilucional y una osmolaridad urinaria baja, lo que es consistente con una diabetes insípida.""}",3,2,False,"La densidad de la orina es de 1002 y la osmolaridad sérica es de 252 mOsm/kg, lo que sugiere una hiponatremia dilucional y una osmolaridad urinaria baja, lo que es consistente con una diabetes insípida.""}"
"En relación con la prostatectomía radical para el tratamiento del cáncer de próstata, señale la respuesta INCORRECTA:","Los factores relacionados con la continencia después de una prostatectomía radical incluyen edad avanzada, longitud de la uretra y expe-riencia del cirujano.","La recuperación de la función eréctil tras la prostatectomía radical se asocia con individuos más jóvenes, calidad de las erecciones antes de la operación y ausencia de daño a los haces neurovasculares.",El alprostadilo puede ayudar a recuperar una función sexual satisfactoria.,"Un PSA >0,01 tras una prostatectomía radical es indicativo de recidiva bioquímica.","En relación con la prostatectomía radical para el tratamiento del cáncer de próstata, señale la respuesta INCORRECTA: 
1) Los factores relacionados con la continencia después de una prostatectomía radical incluyen edad avanzada, longitud de la uretra y expe-riencia del cirujano.
2) La recuperación de la función eréctil tras la prostatectomía radical se asocia con individuos más jóvenes, calidad de las erecciones antes de la operación y ausencia de daño a los haces neurovasculares.
3) El alprostadilo puede ayudar a recuperar una función sexual satisfactoria.
4) Un PSA >0,01 tras una prostatectomía radical es indicativo de recidiva bioquímica.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 3, 'justificación': 'El alprostadilo es un medicamento usado para tratar la disfunción eréctil, pero no tiene un impacto significativo en la recuperación de la función sexual tras una prostatectomía radical. La evidencia sugiere que su impacto en la recuperación de la función sexual tras una prostatectomía radical es limitado y variable.'}",3,4,False,"El alprostadilo es un medicamento usado para tratar la disfunción eréctil, pero no tiene un impacto significativo en la recuperación de la función sexual tras una prostatectomía radical. La evidencia sugiere que su impacto en la recuperación de la función sexual tras una prostatectomía radical es limitado y variable.'}"
En el cáncer de pró stata es cierto que:,"Los pacientes con enfe rmedad clínicamente localizada se tratan con prostatectomía radical, radioterapia o vigilancia activa.","Para su diagnóstico, los esquemas contempo-ráneos aconsejan biopsias con 10 cilindros.","Después de la prostatectomía radical, el PSA se vuelve indetectable en sangre en dos sema-nas.","En su tratamiento se utilizan antiandrógenos no esteroideos de primera generación, como bicalutamida y abiraterona.","En el cáncer de pró stata es cierto que: 
1) Los pacientes con enfe rmedad clínicamente localizada se tratan con prostatectomía radical, radioterapia o vigilancia activa.
2) Para su diagnóstico, los esquemas contempo-ráneos aconsejan biopsias con 10 cilindros.
3) Después de la prostatectomía radical, el PSA se vuelve indetectable en sangre en dos sema-nas.
4) En su tratamiento se utilizan antiandrógenos no esteroideos de primera generación, como bicalutamida y abiraterona.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 3, 'justificación': 'Después de la prostatectomía radical, el PSA no se vuelve indetectable en sangre en dos semanas. Es normal tener un PSA detectable después de la cirugía, aunque su valor debe ser cada vez más bajo. En algunos casos, un PSA detectable puede ser un indicativo de recidiva del cáncer.'}",3,1,False,"Después de la prostatectomía radical, el PSA no se vuelve indetectable en sangre en dos semanas. Es normal tener un PSA detectable después de la cirugía, aunque su valor debe ser cada vez más bajo. En algunos casos, un PSA detectable puede ser un indicativo de recidiva del cáncer.'}"
La realización de la biopsia selectiva del ganglio centinela y el mapa linfático en el cáncer de ma-ma:,Está indicada en el cáncer de mama disemina-do.,Está indicada si hay afectación clínica de los ganglios axilares.,Si es negativa no necesita ampliar la cirugía axilar.,No está indicada en varones con cáncer de mama.,"La realización de la biopsia selectiva del ganglio centinela y el mapa linfático en el cáncer de ma-ma: 
1) Está indicada en el cáncer de mama disemina-do.
2) Está indicada si hay afectación clínica de los ganglios axilares.
3) Si es negativa no necesita ampliar la cirugía axilar.
4) No está indicada en varones con cáncer de mama.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 4, 'justificación': ""El cáncer de mama es una enfermedad que afecta principalmente a las mujeres, pero también puede ocurrir en los hombres. Por lo tanto, la biopsia selectiva del ganglio centinela y el mapa linfático están indicados en los casos de cáncer de mama en varones.""}",4,3,False,"El cáncer de mama es una enfermedad que afecta principalmente a las mujeres, pero también puede ocurrir en los hombres. Por lo tanto, la biopsia selectiva del ganglio centinela y el mapa linfático están indicados en los casos de cáncer de mama en varones.""}"
"En relación con el tratamiento con radioterapia, señale la respuesta INCORRECTA:",Puede ser una alternativ a de tratamiento cura-tivo en diversas situaciones en oncología.,Se emplea también para determinadas patolo-gías benignas.,Está contraindicada para el tratamiento de tu-mores pediátricos.,Tiene una demostrada utilidad en el control del dolor por metástasis óseas.,"En relación con el tratamiento con radioterapia, señale la respuesta INCORRECTA: 
1) Puede ser una alternativ a de tratamiento cura-tivo en diversas situaciones en oncología.
2) Se emplea también para determinadas patolo-gías benignas.
3) Está contraindicada para el tratamiento de tu-mores pediátricos.
4) Tiene una demostrada utilidad en el control del dolor por metástasis óseas. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{""respuesta"": 3, ""justificación"": ""La radioterapia puede ser utilizada en el tratamiento de tumores pediátricos, siempre y cuando se considere la dosis y se evite la exposición a tejidos normales.""}",3,3,True,"La radioterapia puede ser utilizada en el tratamiento de tumores pediátricos, siempre y cuando se considere la dosis y se evite la exposición a tejidos normales.""}"
Paciente con diagnóstico de glioblastoma multi-forme. El informe de anatomía patoló gica refiere la presencia de metilación del promotor del gen MGMT (metil guanina metil transferasa). Con respecto al tratamiento  de este paciente:,Esta información no es relevante.,La presencia de la metilación aumenta la su-pervivencia en paciente s tratados con temozo-lamida.,La presencia de la metil ación contraindicaría el tratamiento con temozolamida.,La presencia de la metilación nos apoyaría la decisión de tratamiento con cisplatino frente al uso de un agente alquilante.,"Paciente con diagnóstico de glioblastoma multi-forme. El informe de anatomía patoló gica refiere la presencia de metilación del promotor del gen MGMT (metil guanina metil transferasa). Con respecto al tratamiento  de este paciente: 
1) Esta información no es relevante.
2) La presencia de la metilación aumenta la su-pervivencia en paciente s tratados con temozo-lamida.
3) La presencia de la metil ación contraindicaría el tratamiento con temozolamida.
4) La presencia de la metilación nos apoyaría la decisión de tratamiento con cisplatino frente al uso de un agente alquilante. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 2, 'justificación': 'La metilación del promotor del gen MGMT se asocia con una mayor respuesta a la temozolamida y se considera un factor pronóstico favorable en el tratamiento del glioblastoma multiforme.'}",2,2,True,La metilación del promotor del gen MGMT se asocia con una mayor respuesta a la temozolamida y se considera un factor pronóstico favorable en el tratamiento del glioblastoma multiforme.'}
La radioterapia en el  tratamiento del cáncer de mama localmente avanzado y pronóstico molecu-lar adverso:,Debe incluir las regiones ganglionares locorre-gionales.,Está contraindicada después de la mastecto-mía.,Está contraindicada después de la quimiotera-pia neoadyuvante.,Su mejor alternativa estética es la irradiación parcial de la mama.,"La radioterapia en el  tratamiento del cáncer de mama localmente avanzado y pronóstico molecu-lar adverso: 
1) Debe incluir las regiones ganglionares locorre-gionales.
2) Está contraindicada después de la mastecto-mía.
3) Está contraindicada después de la quimiotera-pia neoadyuvante.
4) Su mejor alternativa estética es la irradiación parcial de la mama. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 4, 'justificación': 'La decisión de incluir la radioterapia en el tratamiento del cáncer de mama localmente avanzado y con pronóstico molecular adverso depende de varios factores, incluyendo la extensión del tumor y la presencia o ausencia de ganglios linfáticos afectados, y no necesariamente depende de la alternativa estética. La radioterapia después de una mastectomía o quimioterapia neoadyuvante puede ser indicada dependiendo de la situación clínica específica y no está contraindicada en sí misma.'}",4,1,False,"La decisión de incluir la radioterapia en el tratamiento del cáncer de mama localmente avanzado y con pronóstico molecular adverso depende de varios factores, incluyendo la extensión del tumor y la presencia o ausencia de ganglios linfáticos afectados, y no necesariamente depende de la alternativa estética. La radioterapia después de una mastectomía o quimioterapia neoadyuvante puede ser indicada dependiendo de la situación clínica específica y no está contraindicada en sí misma.'}"
"Varón de 19 años, asintomático, que presenta en una analítica preoperatoria una trombopenia (plaquetas 43 x 109/L) con niveles de hemoglobi-na y leucocitos normales. ¿Cuál de las si guientes actuaciones hay que realizar en primer lugar?:",Iniciar tratamiento con prednisona vía oral.,Realizar una biopsia de medula ósea para ver si la trombopenia es de origen central o perifé-rico.,Realizar un examen morfológico del frotis sanguíneo para descartar la presencia de agre-gados plaquetarios inducidos por el anticoagu-lante.,Transfundir un concentrado de plaquetas para evitar un problem a hemorrágico.,"Varón de 19 años, asintomático, que presenta en una analítica preoperatoria una trombopenia (plaquetas 43 x 109/L) con niveles de hemoglobi-na y leucocitos normales. ¿Cuál de las si guientes actuaciones hay que realizar en primer lugar?: 
1) Iniciar tratamiento con prednisona vía oral.
2) Realizar una biopsia de medula ósea para ver si la trombopenia es de origen central o perifé-rico.
3) Realizar un examen morfológico del frotis sanguíneo para descartar la presencia de agre-gados plaquetarios inducidos por el anticoagu-lante.
4) Transfundir un concentrado de plaquetas para evitar un problem a hemorrágico.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 2, 'justificación': 'La primera acción que se debe realizar en un paciente con trombopenia es investigar la causa del trastorno, para lo cual es necesario realizar una biopsia de medula ósea. La trombopenia puede ser de origen central o periférico y es importante determinarlo para poder iniciar un tratamiento adecuado.'}",2,3,False,"La primera acción que se debe realizar en un paciente con trombopenia es investigar la causa del trastorno, para lo cual es necesario realizar una biopsia de medula ósea. La trombopenia puede ser de origen central o periférico y es importante determinarlo para poder iniciar un tratamiento adecuado.'}"
"Varón de 35 años, diagnosticado de hemofilia A desde la infancia, que recibe un trasplante hepá-tico por hepatopatía crónica por virus de hepati-tis C. Seis meses después del procedimiento pre-senta un estudio de coagulación normal con acti-vidad de factor VIII del 100 %. ¿Cuál de las siguientes afirmaciones es cierta?:",La hemofilia se ha curado ya que el factor VIII se sintetiza en el hígado.,El tratamiento inmunosupresor ha solucionado el problema ya que estamos ante un cuadro au-toinmune.,La larga vida media de los factores antihemofí-licos usados en el trasplante hace que su efecto perdure varios meses.,"Solo puede tratarse de un error o artefacto de laboratorio, ya que la hemofilia A es una en-fermedad genética incurable hoy en día.","Varón de 35 años, diagnosticado de hemofilia A desde la infancia, que recibe un trasplante hepá-tico por hepatopatía crónica por virus de hepati-tis C. Seis meses después del procedimiento pre-senta un estudio de coagulación normal con acti-vidad de factor VIII del 100 %. ¿Cuál de las siguientes afirmaciones es cierta?: 
1) La hemofilia se ha curado ya que el factor VIII se sintetiza en el hígado.
2) El tratamiento inmunosupresor ha solucionado el problema ya que estamos ante un cuadro au-toinmune.
3) La larga vida media de los factores antihemofí-licos usados en el trasplante hace que su efecto perdure varios meses.
4) Solo puede tratarse de un error o artefacto de laboratorio, ya que la hemofilia A es una en-fermedad genética incurable hoy en día.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 1, 'justificación': ""La respuesta correcta es 1) La hemofilia se ha curado ya que el factor VIII se sintetiza en el hígado. La síntesis del factor VIII se lleva a cabo en el hígado, y en los pacientes que han recibido un trasplante hepático, es posible que la función del hígado normalice y, por lo tanto, el paciente pueda sintetizar el factor VIII adecuadamente y curar la hemofilia.""}
",1,1,True,"La respuesta correcta es 1) La hemofilia se ha curado ya que el factor VIII se sintetiza en el hígado. La síntesis del factor VIII se lleva a cabo en el hígado, y en los pacientes que han recibido un trasplante hepático, es posible que la función del hígado normalice y, por lo tanto, el paciente pueda sintetizar el factor VIII adecuadamente y curar la hemofilia.""}
"
Varón de 65 años que consulta por astenia pro-gresiva y sensación de hormi gueo en manos y pies. En la exploración física presenta tez amari-llenta y disminución de la sensibilidad vibratoria y posicional en zonas distales. En el hemo grama se observa VCM 120 fl con anisocitosis. Lo más probable es que padezca:,Mielopatía cervicoartrósica.,Mielitis necrosante subaguda.,Mielosis funicular.,Mielopatía crónica de la esclerosis múltiple.,"Varón de 65 años que consulta por astenia pro-gresiva y sensación de hormi gueo en manos y pies. En la exploración física presenta tez amari-llenta y disminución de la sensibilidad vibratoria y posicional en zonas distales. En el hemo grama se observa VCM 120 fl con anisocitosis. Lo más probable es que padezca: 
1) Mielopatía cervicoartrósica.
2) Mielitis necrosante subaguda.
3) Mielosis funicular.
4) Mielopatía crónica de la esclerosis múltiple.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 4, 'justificación': ""A partir de la descripción del paciente, los síntomas que presenta, la disminución de la sensibilidad vibratoria y posicional en zonas distales, sugerirían una mielopatía crónica, lo cual es un síntoma típico de la esclerosis múltiple.""}",4,3,False,"A partir de la descripción del paciente, los síntomas que presenta, la disminución de la sensibilidad vibratoria y posicional en zonas distales, sugerirían una mielopatía crónica, lo cual es un síntoma típico de la esclerosis múltiple.""}"
"Varón de 41 años ingresado en la UCI por neu-monía grave que precisa intubación y adminis-tración de catecolaminas. A la exploración se observa sangrado alrededor de los lu gares de venopunción. Sus resultados de laboratorio son: 15.500 leucocitos; Hb 10,4 g/ d L ;  H c t o  3 2  % ;  52.000 plaquetas; LDH 820 U (normal 110-210); recuento de reticulocitos 4 %. ¿Cuál de los si-guientes resultados NO es de esperar en este paciente?:",Fibrinógeno bajo.,Concentración elevada de antitrombina y pro-teína C.,Tiempo de protrombina y tiempo parcial de tromboplastina activada alargados.,Presencia de productos de degradación de la fibrina (dímero D).,"Varón de 41 años ingresado en la UCI por neu-monía grave que precisa intubación y adminis-tración de catecolaminas. A la exploración se observa sangrado alrededor de los lu gares de venopunción. Sus resultados de laboratorio son: 15.500 leucocitos; Hb 10,4 g/ d L ;  H c t o  3 2  % ;  52.000 plaquetas; LDH 820 U (normal 110-210); recuento de reticulocitos 4 %. ¿Cuál de los si-guientes resultados NO es de esperar en este paciente?: 
1) Fibrinógeno bajo.
2) Concentración elevada de antitrombina y pro-teína C.
3) Tiempo de protrombina y tiempo parcial de tromboplastina activada alargados.
4) Presencia de productos de degradación de la fibrina (dímero D).

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 2, 'justificación': 'La concentración elevada de antitrombina y proteína C en un paciente ingresado en la UCI por neumonía grave no es un resultado esperado. Estas proteínas suelen disminuir en pacientes con trastornos de la coagulación y su nivel elevado indica una sobrecarga de anticoagulación. Por lo tanto, es más probable que el paciente tenga una disminución en lugar de un aumento en la concentración de estas proteínas.'}",2,2,True,"La concentración elevada de antitrombina y proteína C en un paciente ingresado en la UCI por neumonía grave no es un resultado esperado. Estas proteínas suelen disminuir en pacientes con trastornos de la coagulación y su nivel elevado indica una sobrecarga de anticoagulación. Por lo tanto, es más probable que el paciente tenga una disminución en lugar de un aumento en la concentración de estas proteínas.'}"
¿Cuál de los siguientes factores NO se ha asocia-do específicamente a un mayor ries go de caídas en personas mayores?:,Osteoporosis.,Déficit visual.,Artrosis.,Polifarmacia.,"¿Cuál de los siguientes factores NO se ha asocia-do específicamente a un mayor ries go de caídas en personas mayores?: 
1) Osteoporosis.
2) Déficit visual.
3) Artrosis.
4) Polifarmacia. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 3, 'justificación': 'Artrosis es una enfermedad de las articulaciones que puede causar dolor, rigidez y pérdida de movilidad, pero no ha sido específicamente asociada a un mayor riesgo de caídas en personas mayores. Los otros tres factores sí se han asociado con un mayor riesgo de caídas en personas mayores.'}


",3,1,False,"Artrosis es una enfermedad de las articulaciones que puede causar dolor, rigidez y pérdida de movilidad, pero no ha sido específicamente asociada a un mayor riesgo de caídas en personas mayores. Los otros tres factores sí se han asociado con un mayor riesgo de caídas en personas mayores.'}


"
"El Short Physical Performance Battery  (SPPB) es una prueba de rendimiento físico empleada para la valoración de la función física, de la fra gilidad y del riesgo de caídas en los mayores. ¿Qué as-pectos se evalúan en este test?:","El equilibrio, la velocidad de la marcha y la capacidad para subir y bajar escaleras.","El equilibrio, la velocidad de la marcha y la capacidad para levantarse y sentarse de una si-lla.","El equilibrio, la velocidad de la marcha y la resistencia de los miembros superiores.","El equilibrio, la capacidad para subir y bajar escaleras y la capacidad para levantarse y sen-tarse de una silla.","El Short Physical Performance Battery  (SPPB) es una prueba de rendimiento físico empleada para la valoración de la función física, de la fra gilidad y del riesgo de caídas en los mayores. ¿Qué as-pectos se evalúan en este test?: 
1) El equilibrio, la velocidad de la marcha y la capacidad para subir y bajar escaleras.
2) El equilibrio, la velocidad de la marcha y la capacidad para levantarse y sentarse de una si-lla.
3) El equilibrio, la velocidad de la marcha y la resistencia de los miembros superiores.
4) El equilibrio, la capacidad para subir y bajar escaleras y la capacidad para levantarse y sen-tarse de una silla. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 1, 'justificación': 'El Short Physical Performance Battery (SPPB) evalúa el equilibrio, la velocidad de la marcha y la capacidad para subir y bajar escaleras, aspectos clave para la valoración de la función física, la fragilidad y el riesgo de caídas en personas mayores.'}",1,2,False,"El Short Physical Performance Battery (SPPB) evalúa el equilibrio, la velocidad de la marcha y la capacidad para subir y bajar escaleras, aspectos clave para la valoración de la función física, la fragilidad y el riesgo de caídas en personas mayores.'}"
Uno de los siguientes mecanismos NO se ha pro-puesto en la patogenia básica del delirium en el paciente mayor:,La neuroinflamación.,El estrés oxidativo.,La excesiva actividad colinérgica.,El exceso de dopamina.,"Uno de los siguientes mecanismos NO se ha pro-puesto en la patogenia básica del delirium en el paciente mayor: 
1) La neuroinflamación.
2) El estrés oxidativo.
3) La excesiva actividad colinérgica.
4) El exceso de dopamina. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 4, 'justificación': 'El exceso de dopamina se ha asociado con la patogenia de la esquizofrenia y otros trastornos psiquiátricos, pero no se ha propuesto como un mecanismo en la patogenia del delirium en el paciente mayor. Los otros mecanismos si se han propuesto como posibles causas del delirium en el paciente mayor.'}",4,3,False,"El exceso de dopamina se ha asociado con la patogenia de la esquizofrenia y otros trastornos psiquiátricos, pero no se ha propuesto como un mecanismo en la patogenia del delirium en el paciente mayor. Los otros mecanismos si se han propuesto como posibles causas del delirium en el paciente mayor.'}"
"Respecto a las prescripciones potencialmente inadecuadas en la persona mayor, es cierto que:",Las benzodiacepinas no aumentan el riesgo de caídas.,No existen criterios que faciliten la correcta prescripción de fármacos en este grupo de po-blación.,Se recomienda la utilización de metformina en diabéticos con filtrados glomerulares menores de 30 ml/min.,Los estrógenos tópicos vaginales o el pesario con estrógenos están indicados para la vagini-tis atrófica sintomática.,"Respecto a las prescripciones potencialmente inadecuadas en la persona mayor, es cierto que: 
1) Las benzodiacepinas no aumentan el riesgo de caídas.
2) No existen criterios que faciliten la correcta prescripción de fármacos en este grupo de po-blación.
3) Se recomienda la utilización de metformina en diabéticos con filtrados glomerulares menores de 30 ml/min.
4) Los estrógenos tópicos vaginales o el pesario con estrógenos están indicados para la vagini-tis atrófica sintomática. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 3, 'justificación': 'Se recomienda evitar la utilización de metformina en pacientes con filtrados glomerulares menores de 30 ml/min debido al riesgo de acidosis láctica. Las benzodiacepinas sí aumentan el riesgo de caídas en personas mayores y existen criterios para una correcta prescripción de fármacos en este grupo de población. Los estrógenos tópicos vaginales o el pesario con estrógenos están indicados para la vaginitis atrófica sintomática.'}
",3,4,False,"Se recomienda evitar la utilización de metformina en pacientes con filtrados glomerulares menores de 30 ml/min debido al riesgo de acidosis láctica. Las benzodiacepinas sí aumentan el riesgo de caídas en personas mayores y existen criterios para una correcta prescripción de fármacos en este grupo de población. Los estrógenos tópicos vaginales o el pesario con estrógenos están indicados para la vaginitis atrófica sintomática.'}
"
"En relación con la valoración funcional del pa-ciente mayor, señale la respuesta INCORREC-TA:",Debe interpretarse como una medida global de la repercusión general de los problemas de sa-lud en el paciente mayor.,"Existe una jerarquía progresiva obligada tanto para la adquisición como para la pérdida de las actividades de la vida diaria (AVD), desde las instrumentales hasta las avanzadas.","En los pacientes mayores hospitalizados, se debe usar el estado funcional previo al ingreso hospitalario, para establecer así el plan de tra-tamiento y poner en marcha los objetivos rea-listas de la intervención.","S e  s u e l e  m e d i r  c o n  i n f o r m e s  a u t o r r e f e r i d o s  o  notificados por una tercera persona, aunque en ocasiones, algunos miembros del equipo reali-zan una evaluación estructurada para medir la capacidad funcional real.","En relación con la valoración funcional del pa-ciente mayor, señale la respuesta INCORREC-TA: 
1) Debe interpretarse como una medida global de la repercusión general de los problemas de sa-lud en el paciente mayor.
2) Existe una jerarquía progresiva obligada tanto para la adquisición como para la pérdida de las actividades de la vida diaria (AVD), desde las instrumentales hasta las avanzadas.
3) En los pacientes mayores hospitalizados, se debe usar el estado funcional previo al ingreso hospitalario, para establecer así el plan de tra-tamiento y poner en marcha los objetivos rea-listas de la intervención.
4) S e  s u e l e  m e d i r  c o n  i n f o r m e s  a u t o r r e f e r i d o s  o  notificados por una tercera persona, aunque en ocasiones, algunos miembros del equipo reali-zan una evaluación estructurada para medir la capacidad funcional real.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 4, 'justificación': ""La respuesta 4 es incorrecta porque los informes auto referidos y notificados por una tercera persona son comúnmente utilizados para medir la capacidad funcional, pero no se pueden considerar como la única forma de medir la capacidad funcional, ya que la evaluación estructurada por un miembro del equipo médico es necesaria para obtener una medición precisa de la capacidad funcional real.""}",4,2,False,"La respuesta 4 es incorrecta porque los informes auto referidos y notificados por una tercera persona son comúnmente utilizados para medir la capacidad funcional, pero no se pueden considerar como la única forma de medir la capacidad funcional, ya que la evaluación estructurada por un miembro del equipo médico es necesaria para obtener una medición precisa de la capacidad funcional real.""}"
"Mujer de 79 años con antecedentes de HTA y gonartrosis bilateral, independiente para las actividades de la vida diaria, vive sola. Durante una visita al médico de familia se valora la sar-copenia. Realiza el test de levantarse de la silla para 5 elevaciones en 20 segundos, y el test Timed Up and Go  e n  2 6  s egundos. Señale la respuesta correcta:",No presenta riego de caídas.,Tiene el diagnóstico de sarcopenia confirmada,"Si tuviera sarcopenia, ésta sería grave",No se sospecha sarcopenia.,"Mujer de 79 años con antecedentes de HTA y gonartrosis bilateral, independiente para las actividades de la vida diaria, vive sola. Durante una visita al médico de familia se valora la sar-copenia. Realiza el test de levantarse de la silla para 5 elevaciones en 20 segundos, y el test Timed Up and Go  e n  2 6  s egundos. Señale la respuesta correcta: 
1) No presenta riego de caídas.
2) Tiene el diagnóstico de sarcopenia confirmada
3) Si tuviera sarcopenia, ésta sería grave
4) No se sospecha sarcopenia.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{""respuesta"": 4, ""justificación"": ""La realización de un solo test no es suficiente para confirmar o descartar un diagnóstico de sarcopenia. Es necesario evaluar más criterios y realizar una evaluación completa de la función muscular y la masa ósea antes de llegar a un diagnóstico. Además, los resultados del test de levantarse de la silla y el Timed Up and Go no son específicos para diagnosticar sarcopenia y pueden ser influenciados por muchos otros factores, por lo que no se puede concluir con certeza si la paciente tiene o no sarcopenia.""}",4,3,False,"La realización de un solo test no es suficiente para confirmar o descartar un diagnóstico de sarcopenia. Es necesario evaluar más criterios y realizar una evaluación completa de la función muscular y la masa ósea antes de llegar a un diagnóstico. Además, los resultados del test de levantarse de la silla y el Timed Up and Go no son específicos para diagnosticar sarcopenia y pueden ser influenciados por muchos otros factores, por lo que no se puede concluir con certeza si la paciente tiene o no sarcopenia.""}"
"Varón de 24 años con ginecomastia bilateral, vello corporal escaso, testes de 3 cc, firmes, tes-tosterona total 257 n g/dL (N>350), LH 11 mUI/mL (N<10), FSH 2 4 mUI/mL (N<10). El siguiente paso en el diagnóstico es:",Cariotipo.,Biopsia testicular.,RM de hipófisis.,Estudio del receptor de FSH.,"Varón de 24 años con ginecomastia bilateral, vello corporal escaso, testes de 3 cc, firmes, tes-tosterona total 257 n g/dL (N>350), LH 11 mUI/mL (N<10), FSH 2 4 mUI/mL (N<10). El siguiente paso en el diagnóstico es: 
1) Cariotipo.
2) Biopsia testicular.
3) RM de hipófisis.
4) Estudio del receptor de FSH.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 2, 'justificación': ""La ginecomastia bilateral y la disminución en la producción de testosterona sugieren una posible causa de origen testicular, por lo que una biopsia testicular sería un paso apropiado en el diagnóstico.""}",2,1,False,"La ginecomastia bilateral y la disminución en la producción de testosterona sugieren una posible causa de origen testicular, por lo que una biopsia testicular sería un paso apropiado en el diagnóstico.""}"
